Product_ID,Category,Sub_Category,Product_Name,Price
FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,716.0
"FUR-FU-10003798,Furniture,Furnishings,""Ultra Door Kickplate, 8""""H x 34""""W"",322.0"
"FUR-FU-10003799,Furniture,Furnishings,""Seth Thomas 13 1/2"""" Wall Clock"",331.0"
"FUR-FU-10003806,Furniture,Furnishings,""Tenex Chairmat w/ Average Lip, 45"""" x 53"""""",999.0"
FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,644.0
"FUR-FU-10003832,Furniture,Furnishings,""Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"",169.0"
"FUR-FU-10003849,Furniture,Furnishings,""DAX Metal Frame, Desktop, Stepped-Edge"",840.0"
"FUR-FU-10003878,Furniture,Furnishings,""Linden 10"""" Round Wall Clock, Black"",630.0"
FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,512.0
FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS Wall Clock,499.0
FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,539.0
"FUR-FU-10003976,Furniture,Furnishings,""DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7"",232.0"
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,513.0
"FUR-FU-10004006,Furniture,Furnishings,""Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"",548.0"
"FUR-FU-10004017,Furniture,Furnishings,""Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"""" x 49"""""",924.0"
"FUR-FU-10004017,Furniture,Furnishings,""Executive Impressions 13"""" Chairman Wall Clock"",332.0"
FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,981.0
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,771.0
FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,952.0
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,62.0
"FUR-FU-10004090,Furniture,Furnishings,""Executive Impressions 14"""" Contract Wall Clock"",171.0"
"FUR-FU-10004091,Furniture,Furnishings,""Howard Miller 13"""" Diameter Goldtone Round Wall Clock"",819.0"
"FUR-FU-10004091,Furniture,Furnishings,""Eldon 200 Class Desk Accessories, Black"",918.0"
FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,260.0
"FUR-FU-10004164,Furniture,Furnishings,""Eldon 300 Class Desk Accessories, Black"",223.0"
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,702.0
"FUR-FU-10004245,Furniture,Furnishings,""Career Cubicle Clock, 8 1/4"""", Black"",191.0"
"FUR-FU-10004270,Furniture,Furnishings,""Eldon Image Series Desk Accessories, Burgundy"",273.0"
"FUR-FU-10004270,Furniture,Furnishings,""Executive Impressions 13"""" Clairmont Wall Clock"",680.0"
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,285.0
FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,139.0
"FUR-FU-10004415,Furniture,Furnishings,""Stacking Tray, Side-Loading, Legal, Smoke"",916.0"
"FUR-FU-10004460,Furniture,Furnishings,""Howard Miller 12"""" Round Wall Clock"",109.0"
FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,236.0
"FUR-FU-10004587,Furniture,Furnishings,""GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"",316.0"
FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,334.0
FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,174.0
"FUR-FU-10004665,Furniture,Furnishings,""3M Polarizing Task Lamp with Clamp Arm, Light Gray"",179.0"
FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,436.0
"FUR-FU-10004671,Furniture,Furnishings,""Executive Impressions 12"""" Wall Clock"",701.0"
"FUR-FU-10004712,Furniture,Furnishings,""Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"",887.0"
"FUR-FU-10004748,Furniture,Furnishings,""Howard Miller 16"""" Diameter Gallery Wall Clock"",305.0"
"FUR-FU-10004845,Furniture,Furnishings,""Deflect-o EconoMat Nonstudded, No Bevel Mat"",420.0"
"FUR-FU-10004848,Furniture,Furnishings,""Howard Miller 13-3/4"""" Diameter Brushed Chrome Round Wall Clock"",529.0"
FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,530.0
"FUR-FU-10004864,Furniture,Furnishings,""Howard Miller 14-1/2"""" Diameter Chrome Round Wall Clock"",827.0"
FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,876.0
"FUR-FU-10004904,Furniture,Furnishings,""Eldon """"L"""" Workstation Diamond Chairmat"",996.0"
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,513.0
"FUR-FU-10004952,Furniture,Furnishings,""C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"",491.0"
"FUR-FU-10004960,Furniture,Furnishings,""Seth Thomas 12"""" Clock w/ Goldtone Case"",171.0"
"FUR-FU-10004963,Furniture,Furnishings,""Eldon 400 Class Desk Accessories, Black Carbon"",190.0"
FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,705.0
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,897.0
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,449.0
"FUR-TA-10000617,Furniture,Tables,""Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"",595.0"
"FUR-TA-10000688,Furniture,Tables,""Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"",969.0"
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,168.0
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,708.0
"FUR-TA-10001086,Furniture,Tables,""SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"",435.0"
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,139.0
"FUR-TA-10001307,Furniture,Tables,""SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"",537.0"
"FUR-TA-10001520,Furniture,Tables,""Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table"",954.0"
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,509.0
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,586.0
"FUR-TA-10001691,Furniture,Tables,""Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"",975.0"
FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,765.0
FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,338.0
"FUR-TA-10001771,Furniture,Tables,""Bush Cubix Conference Tables, Fully Assembled"",269.0"
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,315.0
FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,596.0
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,706.0
"FUR-TA-10001932,Furniture,Tables,""Chromcraft 48"""" x 96"""" Racetrack Double Pedestal Table"",180.0"
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,435.0
"FUR-TA-10002041,Furniture,Tables,""Bevis Round Conference Table Top, X-Base"",853.0"
"FUR-TA-10002228,Furniture,Tables,""Bevis Traditional Conference Table Top, Plinth Base"",952.0"
FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,669.0
"FUR-TA-10002530,Furniture,Tables,""Iceberg OfficeWorks 42"""" Round Tables"",650.0"
FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,348.0
FUR-TA-10002607,Furniture,Tables,KI Conference Tables,32.0
"FUR-TA-10002622,Furniture,Tables,""Bush Andora Conference Table, Maple/Graphite Gray Finish"",706.0"
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,456.0
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,450.0
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,859.0
"FUR-TA-10002903,Furniture,Tables,""Bevis Round Bullnose 29"""" High Table Top"",254.0"
"FUR-TA-10002958,Furniture,Tables,""Bevis Oval Conference Table, Walnut"",718.0"
"FUR-TA-10003008,Furniture,Tables,""Lesro Round Back Collection Coffee Table, End Table"",369.0"
"FUR-TA-10003238,Furniture,Tables,""Chromcraft Bull-Nose Wood 48"""" x 96"""" Rectangular Conference Tables"",139.0"
FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,38.0
FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,615.0
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,538.0
FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,142.0
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,588.0
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,680.0
FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,407.0
FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,237.0
FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,223.0
FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,686.0
"FUR-TA-10004152,Furniture,Tables,""Barricks 18"""" x 48"""" Non-Folding Utility Table with Bottom Storage Shelf"",725.0"
"FUR-TA-10004154,Furniture,Tables,""Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"",752.0"
"FUR-TA-10004175,Furniture,Tables,""Hon 30"""" x 60"""" Table with Locking Drawer"",27.0"
FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,31.0
FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,936.0
FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,306.0
FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,155.0
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,269.0
FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,668.0
FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,662.0
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,1.0
"FUR-TA-10004915,Furniture,Tables,""Office Impressions End Table, 20-1/2""""H x 24""""W x 20""""D"",78.0"
OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,881.0
OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,835.0
OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,557.0
OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,652.0
OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,635.0
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,848.0
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,612.0
OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,627.0
"OFF-AP-10000275,Office Supplies,Appliances,""Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"",758.0"
OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,829.0
OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,376.0
OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,773.0
OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,213.0
"OFF-AP-10000576,Office Supplies,Appliances,""Belkin 325VA UPS Surge Protector, 6'"",54.0"
OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,415.0
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,120.0
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,232.0
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,875.0
OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,81.0
OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,810.0
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,814.0
OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,725.0
OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,744.0
OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,41.0
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,696.0
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,996.0
OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,656.0
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,494.0
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,842.0
"OFF-AP-10001303,Office Supplies,Appliances,""Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter"",393.0"
OFF-AP-10001366,Office Supplies,Appliances,Staple holder,329.0
OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,817.0
OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,101.0
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,160.0
"OFF-AP-10001492,Office Supplies,Appliances,""Acco Six-Outlet Power Strip, 4' Cord Length"",927.0"
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,979.0
OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,409.0
"OFF-AP-10001626,Office Supplies,Appliances,""Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags"",91.0"
OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum,147.0
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,615.0
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,554.0
OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,581.0
"OFF-AP-10002118,Office Supplies,Appliances,""1.7 Cubic Foot Compact """"Cube"""" Office Refrigerators"",574.0"
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,659.0
OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,314.0
OFF-AP-10002222,Office Supplies,Appliances,Staple holder,738.0
"OFF-AP-10002287,Office Supplies,Appliances,""Eureka Sanitaire Multi-Pro Heavy-Duty Upright, Disposable Bags"",774.0"
"OFF-AP-10002311,Office Supplies,Appliances,""Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter"",829.0"
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,304.0
OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,749.0
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,588.0
"OFF-AP-10002457,Office Supplies,Appliances,""Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"",614.0"
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,794.0
"OFF-AP-10002495,Office Supplies,Appliances,""Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"",266.0"
OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,461.0
OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,394.0
"OFF-AP-10002578,Office Supplies,Appliances,""Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"",588.0"
OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,653.0
OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,487.0
"OFF-AP-10002684,Office Supplies,Appliances,""Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"",477.0"
OFF-AP-10002734,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,380.0
OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,885.0
OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,521.0
OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,342.0
OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,360.0
OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,733.0
OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,31.0
OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,642.0
OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,60.0
"OFF-AP-10003099,Office Supplies,Appliances,""Eureka Hand Vacuum, Bagless"",127.0"
OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire Commercial Upright,640.0
"OFF-AP-10003266,Office Supplies,Appliances,""Holmes Replacement Filter for HEPA Air Cleaner, Large Room"",306.0"
OFF-AP-10003278,Office Supplies,Appliances,Belkin 7-Outlet SurgeMaster Home Series,446.0
OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,322.0
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,438.0
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,766.0
"OFF-AP-10003622,Office Supplies,Appliances,""Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"",5.0"
OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,133.0
OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,795.0
OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,76.0
OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,828.0
"OFF-AP-10003884,Office Supplies,Appliances,""Fellowes Smart Surge Ten-Outlet Protector, Platinum"",583.0"
"OFF-AP-10003914,Office Supplies,Appliances,""Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"",868.0"
OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,84.0
OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,966.0
"OFF-AP-10004052,Office Supplies,Appliances,""Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"",330.0"
OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,667.0
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,857.0
OFF-AP-10004249,Office Supplies,Appliances,Staple holder,997.0
"OFF-AP-10004336,Office Supplies,Appliances,""Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit"",160.0"
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,618.0
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,669.0
"OFF-AP-10004540,Office Supplies,Appliances,""Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"",933.0"
"OFF-AP-10004655,Office Supplies,Appliances,""Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"",928.0"
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,247.0
"OFF-AP-10004785,Office Supplies,Appliances,""Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"",489.0"
OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,662.0
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,361.0
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,526.0
"OFF-AR-10000034,Office Supplies,Art,""BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"",528.0"
OFF-AR-10000122,Office Supplies,Art,Newell 314,564.0
OFF-AR-10000127,Office Supplies,Art,Newell 321,834.0
OFF-AR-10000203,Office Supplies,Art,Newell 336,524.0
OFF-AR-10000246,Office Supplies,Art,Newell 318,490.0
OFF-AR-10000255,Office Supplies,Art,Newell 328,309.0
"OFF-AR-10000315,Office Supplies,Art,""Dixon Ticonderoga Maple Cedar Pencil, #2"",119.0"
OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,398.0
"OFF-AR-10000380,Office Supplies,Art,""Hunt PowerHouse Electric Pencil Sharpener, Blue"",440.0"
OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,258.0
OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,262.0
OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,336.0
OFF-AR-10000462,Office Supplies,Art,Sanford Pocket Accent Highlighters,389.0
"OFF-AR-10000475,Office Supplies,Art,""Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black"",371.0"
"OFF-AR-10000538,Office Supplies,Art,""Boston Model 1800 Electric Pencil Sharpener, Gray"",866.0"
OFF-AR-10000588,Office Supplies,Art,Newell 345,786.0
OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,573.0
OFF-AR-10000634,Office Supplies,Art,Newell 320,146.0
"OFF-AR-10000657,Office Supplies,Art,""Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"",714.0"
OFF-AR-10000658,Office Supplies,Art,Newell 324,709.0
OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,563.0
OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,329.0
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,592.0
OFF-AR-10000823,Office Supplies,Art,Newell 307,596.0
OFF-AR-10000896,Office Supplies,Art,Newell 329,451.0
OFF-AR-10000914,Office Supplies,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,769.0
"OFF-AR-10000937,Office Supplies,Art,""Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set"",968.0"
OFF-AR-10000940,Office Supplies,Art,Newell 343,763.0
OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,571.0
"OFF-AR-10001026,Office Supplies,Art,""Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow"",470.0"
"OFF-AR-10001044,Office Supplies,Art,""BOSTON Ranger #55 Pencil Sharpener, Black"",486.0"
"OFF-AR-10001118,Office Supplies,Art,""Binney & Smith Crayola Metallic Crayons, 16-Color Pack"",226.0"
"OFF-AR-10001130,Office Supplies,Art,""Quartet Alpha White Chalk, 12/Pack"",396.0"
"OFF-AR-10001149,Office Supplies,Art,""Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"",92.0"
"OFF-AR-10001149,Office Supplies,Art,""Sanford Colorific Colored Pencils, 12/Box"",872.0"
OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,693.0
OFF-AR-10001177,Office Supplies,Art,Newell 349,409.0
OFF-AR-10001216,Office Supplies,Art,Newell 339,926.0
"OFF-AR-10001221,Office Supplies,Art,""Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color"",555.0"
OFF-AR-10001227,Office Supplies,Art,Newell 338,65.0
"OFF-AR-10001231,Office Supplies,Art,""Sanford EarthWrite Recycled Pencils, Medium Soft, #2"",497.0"
OFF-AR-10001246,Office Supplies,Art,Newell 317,629.0
OFF-AR-10001315,Office Supplies,Art,Newell 310,708.0
"OFF-AR-10001374,Office Supplies,Art,""BIC Brite Liner Highlighters, Chisel Tip"",719.0"
OFF-AR-10001419,Office Supplies,Art,Newell 325,923.0
OFF-AR-10001427,Office Supplies,Art,Newell 330,716.0
OFF-AR-10001446,Office Supplies,Art,Newell 309,817.0
"OFF-AR-10001468,Office Supplies,Art,""Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"",391.0"
OFF-AR-10001473,Office Supplies,Art,Newell 313,272.0
OFF-AR-10001545,Office Supplies,Art,Newell 326,861.0
OFF-AR-10001547,Office Supplies,Art,Newell 311,972.0
OFF-AR-10001573,Office Supplies,Art,American Pencil,733.0
OFF-AR-10001615,Office Supplies,Art,Newell 34,850.0
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,81.0
OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,457.0
OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,437.0
OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,908.0
OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,541.0
OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,5.0
OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,494.0
OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,521.0
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,910.0
"OFF-AR-10001919,Office Supplies,Art,""OIC #2 Pencils, Medium Soft"",860.0"
"OFF-AR-10001940,Office Supplies,Art,""Sanford Colorific Eraseable Coloring Pencils, 12 Count"",404.0"
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,904.0
OFF-AR-10001954,Office Supplies,Art,Newell 331,704.0
OFF-AR-10001955,Office Supplies,Art,Newell 319,362.0
OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,359.0
OFF-AR-10001972,Office Supplies,Art,Newell 323,493.0
